city,station_name,time,aqi,pm25,pm10,pm1,no2,so2,co,o3,humidity,temperature,pressure,wind,rain
Jakarta,The Pakubuwono Menteng,2026-04-15 23:58:13,123,123,49,90,,,,,57,28.7,,,
Depok,Cinere - Nafas,2026-04-15 23:58:10,152,152,57,114,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-15 23:00:00,80,61,28,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-13 01:00:00,-,52,24,,41,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-15 23:00:00,54,54,28,,77,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-15 23:59:13,126,126,51,90,,,,,58,28.7,,,
Depok,Cinere - Nafas,2026-04-15 23:59:10,152,152,58,111,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-15 23:00:00,80,61,28,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-13 01:00:00,-,52,24,,41,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-15 23:00:00,54,54,28,,77,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-16 00:00:13,121,121,49,89,,,,,58,28.7,,,
Depok,Cinere - Nafas,2026-04-16 00:00:10,152,152,57,110,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-15 23:00:00,80,61,28,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-13 01:00:00,-,52,24,,41,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-15 23:00:00,54,54,28,,77,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-16 00:01:13,121,121,49,89,,,,,58,28.7,,,
Depok,Cinere - Nafas,2026-04-16 00:01:10,151,151,57,111,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-15 23:00:00,80,61,28,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-13 01:00:00,-,52,24,,41,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-15 23:00:00,54,54,28,,77,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-16 00:02:13,126,126,50,91,,,,,58,28.7,,,
Depok,Cinere - Nafas,2026-04-16 00:02:10,151,151,57,110,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-15 23:00:00,80,61,28,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-13 01:00:00,-,52,24,,41,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-15 23:00:00,54,54,28,,77,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-16 00:03:13,119,119,47,86,,,,,58,28.7,,,
Depok,Cinere - Nafas,2026-04-16 00:03:10,152,152,58,111,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-15 23:00:00,80,61,28,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-13 01:00:00,-,52,24,,41,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-15 23:00:00,54,54,28,,77,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-16 00:04:13,116,116,44,85,,,,,58,28.7,,,
Depok,Cinere - Nafas,2026-04-16 00:05:10,151,151,57,105,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-15 23:00:00,80,61,28,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-13 01:00:00,-,52,24,,41,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-15 23:00:00,54,54,28,,77,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-16 00:06:13,123,123,48,89,,,,,58,28.7,,,
Depok,Cinere - Nafas,2026-04-16 00:06:10,152,152,58,108,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-15 23:00:00,80,61,28,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-13 01:00:00,-,52,24,,41,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-15 23:00:00,54,54,28,,77,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-16 00:07:13,124,124,50,91,,,,,58,28.7,,,
Depok,Cinere - Nafas,2026-04-16 00:07:10,151,151,56,105,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-15 23:00:00,80,61,28,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-13 01:00:00,-,52,24,,41,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-15 23:00:00,54,54,28,,77,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-16 00:09:13,124,124,50,89,,,,,58,28.7,,,
Depok,Cinere - Nafas,2026-04-16 00:09:10,151,151,57,106,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-16 00:00:00,80,60,27,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-13 01:00:00,-,52,24,,41,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-16 00:00:00,55,55,29,,78,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-16 00:10:13,122,122,49,90,,,,,58,28.7,,,
Depok,Cinere - Nafas,2026-04-16 00:10:10,150,150,57,100,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-16 00:00:00,80,60,27,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-13 01:00:00,-,52,24,,41,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-16 00:00:00,55,55,29,,78,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-16 00:10:13,122,122,49,90,,,,,58,28.7,,,
Depok,Cinere - Nafas,2026-04-16 00:10:10,150,150,57,100,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-16 00:00:00,80,60,27,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-13 01:00:00,-,52,24,,41,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-16 00:00:00,55,55,29,,78,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-16 00:11:13,127,127,51,94,,,,,58,28.7,,,
Depok,Cinere - Nafas,2026-04-16 00:11:10,143,143,55,105,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-16 00:00:00,80,60,27,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-13 01:00:00,-,52,24,,41,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-16 00:00:00,55,55,29,,78,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-16 00:13:13,122,122,48,88,,,,,58,28.7,,,
Depok,Cinere - Nafas,2026-04-16 00:14:10,151,151,57,105,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-16 00:00:00,80,60,27,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-13 01:00:00,-,52,24,,41,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-16 00:00:00,55,55,29,,78,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-16 00:15:13,118,118,49,88,,,,,58,28.7,,,
Depok,Cinere - Nafas,2026-04-16 00:15:10,150,150,57,106,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-16 00:00:00,80,60,27,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-13 01:00:00,-,52,24,,41,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-16 00:00:00,55,55,29,,78,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-16 00:16:13,123,123,49,89,,,,,58,28.8,,,
Depok,Cinere - Nafas,2026-04-16 00:16:10,144,144,56,104,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-16 00:00:00,80,60,27,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-13 01:00:00,-,52,24,,41,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-16 00:00:00,55,55,29,,78,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-16 00:17:13,113,113,44,86,,,,,57,28.7,,,
Depok,Cinere - Nafas,2026-04-16 00:17:10,143,143,56,101,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-16 00:00:00,80,60,27,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-13 01:00:00,-,52,24,,41,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-16 00:00:00,55,55,29,,78,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-16 00:18:13,109,109,42,79,,,,,57,28.7,,,
Depok,Cinere - Nafas,2026-04-16 00:18:10,150,150,56,103,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-16 00:00:00,80,60,27,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-13 01:00:00,-,52,24,,41,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-16 00:00:00,55,55,29,,78,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-16 00:18:13,109,109,42,81,,,,,57,28.7,,,
Depok,Cinere - Nafas,2026-04-16 00:19:10,143,143,56,99,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-16 00:00:00,80,60,27,,4,9,0,80,,,,,
