city,station_name,time,aqi,pm25,pm10,pm1,no2,so2,co,o3,humidity,temperature,pressure,wind,rain
Jakarta,The Pakubuwono Menteng,2026-05-14 23:56:51,124,124,50,89,,,,,51,30.3,,,
Depok,Cinere - Nafas,2026-05-14 23:57:15,157,157,61,127,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-14 23:00:00,71,66,32,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-14 23:00:00,87,87,45,,55,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-14 23:56:51,124,124,50,89,,,,,51,30.3,,,
Depok,Cinere - Nafas,2026-05-14 23:57:15,157,157,61,127,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-14 23:00:00,71,66,32,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-14 23:00:00,87,87,45,,55,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-14 23:57:51,130,130,53,94,,,,,51,30.3,,,
Depok,Cinere - Nafas,2026-05-14 23:58:15,158,158,62,131,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-14 23:00:00,71,66,32,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-14 23:00:00,87,87,45,,55,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-14 23:59:51,136,136,53,97,,,,,51,30.3,,,
Depok,Cinere - Nafas,2026-05-15 00:00:15,155,155,60,121,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-14 23:00:00,71,66,32,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-14 23:00:00,87,87,45,,55,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-15 00:01:51,128,128,51,94,,,,,52,30.3,,,
Depok,Cinere - Nafas,2026-05-15 00:02:15,156,156,60,119,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-14 23:00:00,71,66,32,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-14 23:00:00,87,87,45,,55,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-15 00:01:51,128,128,51,94,,,,,52,30.3,,,
Depok,Cinere - Nafas,2026-05-15 00:02:15,156,156,60,119,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-14 23:00:00,71,66,32,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-14 23:00:00,87,87,45,,55,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-15 00:03:51,136,136,54,98,,,,,52,30.3,,,
