city,station_name,time,aqi,pm25,pm10,pm1,no2,so2,co,o3,humidity,temperature,pressure,wind,rain
Jakarta,The Pakubuwono Menteng,2026-04-28 23:57:12,151,151,57,108,,,,,57,30.3,,,
Depok,Cinere - Nafas,2026-04-28 23:57:34,183,183,84,160,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-28 23:00:00,82,82,45,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-28 23:00:00,80,80,40,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-28 23:00:00,54,54,30,,69,15,0,19,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-28 23:59:12,151,151,57,109,,,,,57,30.3,,,
Depok,Cinere - Nafas,2026-04-29 00:00:34,183,183,86,160,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-28 23:00:00,82,82,45,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-28 23:00:00,80,80,40,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-28 23:00:00,54,54,30,,69,15,0,19,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-29 00:01:12,143,143,56,103,,,,,57,30.2,,,
Depok,Cinere - Nafas,2026-04-29 00:01:34,183,183,87,161,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-28 23:00:00,82,82,45,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-28 23:00:00,80,80,40,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-28 23:00:00,54,54,30,,69,15,0,19,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-29 00:02:13,147,147,56,101,,,,,57,30.2,,,
Depok,Cinere - Nafas,2026-04-29 00:02:34,184,184,87,161,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-28 23:00:00,82,82,45,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-28 23:00:00,80,80,40,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-28 23:00:00,54,54,30,,69,15,0,19,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-29 00:02:13,147,147,56,101,,,,,57,30.2,,,
Depok,Cinere - Nafas,2026-04-29 00:02:34,184,184,87,161,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-28 23:00:00,82,82,45,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-28 23:00:00,80,80,40,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-28 23:00:00,54,54,30,,69,15,0,19,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-29 00:03:13,151,151,57,111,,,,,57,30.2,,,
Depok,Cinere - Nafas,2026-04-29 00:03:34,182,182,86,159,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-28 23:00:00,82,82,45,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-28 23:00:00,80,80,40,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-28 23:00:00,54,54,30,,69,15,0,19,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-29 00:04:12,152,152,58,111,,,,,57,30.2,,,
Depok,Cinere - Nafas,2026-04-29 00:04:34,184,184,87,162,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-28 23:00:00,82,82,45,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-28 23:00:00,80,80,40,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-28 23:00:00,54,54,30,,69,15,0,19,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-29 00:06:12,151,151,58,111,,,,,57,30.2,,,
Depok,Cinere - Nafas,2026-04-29 00:06:35,183,183,88,161,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-28 23:00:00,82,82,45,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-28 23:00:00,80,80,40,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-28 23:00:00,54,54,30,,69,15,0,19,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-29 00:07:12,151,151,57,110,,,,,57,30.2,,,
Depok,Cinere - Nafas,2026-04-29 00:07:34,183,183,86,160,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-28 23:00:00,82,82,45,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-28 23:00:00,80,80,40,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-29 00:00:00,60,60,31,,67,15,0,18,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-29 00:09:12,152,152,58,113,,,,,57,30.1,,,
Depok,Cinere - Nafas,2026-04-29 00:09:34,180,180,84,157,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-29 00:00:00,82,82,44,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-29 00:00:00,71,71,37,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-29 00:00:00,60,60,31,,67,15,0,18,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-29 00:10:13,153,153,58,115,,,,,57,30.1,,,
Depok,Cinere - Nafas,2026-04-29 00:10:34,179,179,82,157,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-29 00:00:00,82,82,44,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-29 00:00:00,71,71,37,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-29 00:00:00,60,60,31,,67,15,0,18,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-29 00:11:12,151,151,57,108,,,,,57,30.1,,,
Depok,Cinere - Nafas,2026-04-29 00:11:34,179,179,83,159,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-29 00:00:00,82,82,44,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-29 00:00:00,71,71,37,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-29 00:00:00,60,60,31,,67,15,0,18,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-29 00:12:13,151,151,57,108,,,,,57,30.1,,,
Depok,Cinere - Nafas,2026-04-29 00:12:34,178,178,82,157,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-29 00:00:00,82,82,44,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-29 00:00:00,71,71,37,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-29 00:00:00,60,60,31,,67,15,0,18,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-29 00:13:13,151,151,56,109,,,,,57,30.1,,,
Depok,Cinere - Nafas,2026-04-29 00:13:34,178,178,81,157,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-29 00:00:00,82,82,44,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-29 00:00:00,71,71,37,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-29 00:00:00,60,60,31,,67,15,0,18,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-29 00:14:13,151,151,57,111,,,,,57,30.1,,,
Depok,Cinere - Nafas,2026-04-29 00:15:34,177,177,82,157,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-29 00:00:00,82,82,44,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-29 00:00:00,71,71,37,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-29 00:00:00,60,60,31,,67,15,0,18,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-29 00:16:13,150,150,57,110,,,,,57,30.1,,,
Depok,Cinere - Nafas,2026-04-29 00:16:34,178,178,81,157,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-29 00:00:00,82,82,44,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-29 00:00:00,71,71,37,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-29 00:00:00,60,60,31,,67,15,0,18,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-29 00:17:13,146,146,56,104,,,,,57,30.1,,,
Depok,Cinere - Nafas,2026-04-29 00:17:34,178,178,80,157,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-29 00:00:00,82,82,44,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-29 00:00:00,71,71,37,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-29 00:00:00,60,60,31,,67,15,0,18,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-29 00:19:12,151,151,57,110,,,,,57,30.1,,,
Depok,Cinere - Nafas,2026-04-29 00:19:34,177,177,81,157,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-29 00:00:00,82,82,44,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-29 00:00:00,71,71,37,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-29 00:00:00,60,60,31,,67,15,0,18,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-29 00:19:12,151,151,57,110,,,,,57,30.2,,,
Depok,Cinere - Nafas,2026-04-29 00:19:34,177,177,81,157,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-29 00:00:00,82,82,44,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-29 00:00:00,71,71,37,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-29 00:00:00,60,60,31,,67,15,0,18,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-29 00:20:13,151,151,57,110,,,,,57,30.1,,,
Depok,Cinere - Nafas,2026-04-29 00:20:34,176,176,79,156,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-29 00:00:00,82,82,44,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-29 00:00:00,71,71,37,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-29 00:00:00,60,60,31,,67,15,0,18,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-29 00:22:13,151,151,57,110,,,,,57,30.1,,,
Depok,Cinere - Nafas,2026-04-29 00:22:34,176,176,80,158,,,,,0,0,,,
