city,station_name,time,aqi,pm25,pm10,pm1,no2,so2,co,o3,humidity,temperature,pressure,wind,rain
Jakarta,The Pakubuwono Menteng,2026-05-15 23:57:22,159,159,62,136,,,,,53,30.6,,,
Depok,Cinere - Nafas,2026-05-15 23:57:01,174,174,77,155,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-15 23:00:00,73,73,38,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-15 23:00:00,152,152,60,,47,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-15 23:57:22,159,159,62,136,,,,,53,30.6,,,
Depok,Cinere - Nafas,2026-05-15 23:57:01,174,174,77,155,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-15 23:00:00,73,73,38,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-15 23:00:00,152,152,60,,47,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-15 23:59:22,160,160,62,135,,,,,53,30.6,,,
Depok,Cinere - Nafas,2026-05-15 23:59:01,174,174,78,155,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-15 23:00:00,73,73,38,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-15 23:00:00,152,152,60,,47,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-16 00:00:22,156,156,61,131,,,,,53,30.6,,,
Depok,Cinere - Nafas,2026-05-16 00:01:01,176,176,80,156,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-15 23:00:00,73,73,38,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-15 23:00:00,152,152,60,,47,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-16 00:00:22,156,156,61,131,,,,,53,30.6,,,
Depok,Cinere - Nafas,2026-05-16 00:01:01,176,176,80,156,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-15 23:00:00,73,73,38,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-15 23:00:00,152,152,60,,47,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-16 00:00:22,156,156,61,131,,,,,53,30.6,,,
Depok,Cinere - Nafas,2026-05-16 00:01:01,176,176,80,156,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-15 23:00:00,73,73,38,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-15 23:00:00,152,152,60,,47,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-16 00:01:22,158,158,60,133,,,,,53,30.6,,,
Depok,Cinere - Nafas,2026-05-16 00:02:01,175,175,78,156,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-15 23:00:00,73,73,38,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-15 23:00:00,152,152,60,,47,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-16 00:05:22,164,164,66,151,,,,,54,30.6,,,
Depok,Cinere - Nafas,2026-05-16 00:05:03,171,171,73,154,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-16 00:00:00,72,72,37,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-16 00:00:00,150,150,61,,46,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-16 00:05:22,164,164,66,151,,,,,54,30.6,,,
Depok,Cinere - Nafas,2026-05-16 00:05:03,171,171,73,154,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-16 00:00:00,72,72,37,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-16 00:00:00,150,150,61,,46,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-16 00:06:22,164,164,65,148,,,,,54,30.6,,,
Depok,Cinere - Nafas,2026-05-16 00:06:03,170,170,72,153,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-16 00:00:00,72,72,37,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-16 00:00:00,150,150,61,,46,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-16 00:07:22,161,161,63,143,,,,,54,30.6,,,
Depok,Cinere - Nafas,2026-05-16 00:08:03,168,168,70,151,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-16 00:00:00,72,72,37,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-16 00:00:00,150,150,61,,46,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-16 00:07:22,161,161,63,143,,,,,54,30.6,,,
Depok,Cinere - Nafas,2026-05-16 00:08:03,168,168,70,151,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-16 00:00:00,72,72,37,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-16 00:00:00,150,150,61,,46,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-16 00:10:22,163,163,64,149,,,,,54,30.6,,,
Depok,Cinere - Nafas,2026-05-16 00:10:03,167,167,72,151,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-16 00:00:00,72,72,37,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-16 00:00:00,150,150,61,,46,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-16 00:12:22,164,164,64,150,,,,,54,30.6,,,
Depok,Cinere - Nafas,2026-05-16 00:12:03,166,166,69,152,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-16 00:00:00,72,72,37,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-16 00:00:00,150,150,61,,46,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-16 00:12:22,164,164,64,150,,,,,54,30.6,,,
Depok,Cinere - Nafas,2026-05-16 00:12:03,166,166,69,152,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-16 00:00:00,72,72,37,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-16 00:00:00,150,150,61,,46,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-16 00:14:22,168,168,70,153,,,,,54,30.5,,,
Depok,Cinere - Nafas,2026-05-16 00:14:03,167,167,71,151,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-16 00:00:00,72,72,37,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-16 00:00:00,150,150,61,,46,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-16 00:16:22,171,171,73,155,,,,,54,30.6,,,
Depok,Cinere - Nafas,2026-05-16 00:16:03,166,166,69,151,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-16 00:00:00,72,72,37,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-16 00:00:00,150,150,61,,46,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-16 00:17:22,169,169,72,155,,,,,54,30.5,,,
Depok,Cinere - Nafas,2026-05-16 00:17:03,167,167,70,151,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-16 00:00:00,72,72,37,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-16 00:00:00,150,150,61,,46,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-16 00:17:22,169,169,72,155,,,,,54,30.5,,,
Depok,Cinere - Nafas,2026-05-16 00:17:03,167,167,70,151,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-16 00:00:00,72,72,37,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-16 00:00:00,150,150,61,,46,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-16 00:19:22,168,168,70,152,,,,,54,30.5,,,
Depok,Cinere - Nafas,2026-05-16 00:19:03,166,166,68,150,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-16 00:00:00,72,72,37,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-16 00:00:00,150,150,61,,46,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-16 00:19:22,168,168,70,152,,,,,54,30.5,,,
Depok,Cinere - Nafas,2026-05-16 00:19:03,166,166,68,150,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-16 00:00:00,72,72,37,,4,10,0,70,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
