city,station_name,time,aqi,pm25,pm10,pm1,no2,so2,co,o3,humidity,temperature,pressure,wind,rain
Jakarta,The Pakubuwono Menteng,2026-04-17 23:56:57,151,151,57,111,,,,,57,30.6,,,
Depok,Cinere - Nafas,2026-04-17 23:57:29,162,162,64,135,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-17 23:00:00,80,64,31,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-17 23:00:00,73,73,36,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-17 23:00:00,46,46,26,,75,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-17 23:59:57,156,156,60,126,,,,,57,30.5,,,
Depok,Cinere - Nafas,2026-04-18 00:00:29,189,189,93,164,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-17 23:00:00,80,64,31,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-17 23:00:00,73,73,36,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-17 23:00:00,46,46,26,,75,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-17 23:59:57,156,156,60,126,,,,,57,30.5,,,
Depok,Cinere - Nafas,2026-04-18 00:00:29,189,189,93,164,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-17 23:00:00,80,64,31,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-17 23:00:00,73,73,36,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-17 23:00:00,46,46,26,,75,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-18 00:00:57,156,156,61,126,,,,,57,30.5,,,
Depok,Cinere - Nafas,2026-04-18 00:00:29,189,189,93,164,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-17 23:00:00,80,64,31,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-17 23:00:00,73,73,36,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-17 23:00:00,46,46,26,,75,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-18 00:01:57,156,156,60,121,,,,,57,30.5,,,
Depok,Cinere - Nafas,2026-04-18 00:01:53,210,210,109,175,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-17 23:00:00,80,64,31,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-17 23:00:00,73,73,36,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-17 23:00:00,46,46,26,,75,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-18 00:02:57,155,155,60,123,,,,,58,30.5,,,
Depok,Cinere - Nafas,2026-04-18 00:03:16,201,201,106,173,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-17 23:00:00,80,64,31,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-17 23:00:00,73,73,36,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-17 23:00:00,46,46,26,,75,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-18 00:04:57,155,155,60,124,,,,,58,30.4,,,
Depok,Cinere - Nafas,2026-04-18 00:05:16,206,206,107,173,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-17 23:00:00,80,64,31,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-17 23:00:00,73,73,36,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-17 23:00:00,46,46,26,,75,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-18 00:06:57,156,156,59,123,,,,,58,30.4,,,
Depok,Cinere - Nafas,2026-04-18 00:06:16,211,211,111,176,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-17 23:00:00,80,64,31,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-17 23:00:00,73,73,36,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-17 23:00:00,46,46,26,,75,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-18 00:07:57,156,156,60,126,,,,,58,30.3,,,
Depok,Cinere - Nafas,2026-04-18 00:08:38,211,211,108,176,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-17 23:00:00,80,64,31,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-17 23:00:00,73,73,36,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-17 23:00:00,46,46,26,,75,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-18 00:07:57,156,156,60,126,,,,,58,30.3,,,
Depok,Cinere - Nafas,2026-04-18 00:08:38,211,211,108,176,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-17 23:00:00,80,64,31,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-17 23:00:00,73,73,36,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-17 23:00:00,46,46,26,,75,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-18 00:09:57,156,156,61,132,,,,,58,30.3,,,
Depok,Cinere - Nafas,2026-04-18 00:10:38,186,186,89,162,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-18 00:00:00,80,65,31,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-18 00:00:00,74,74,37,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-18 00:00:00,53,53,28,,75,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-18 00:10:57,158,158,61,135,,,,,58,30.3,,,
Depok,Cinere - Nafas,2026-04-18 00:11:38,198,198,102,170,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-18 00:00:00,80,65,31,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-18 00:00:00,74,74,37,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-18 00:00:00,53,53,28,,75,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-18 00:11:57,156,156,60,121,,,,,58,30.2,,,
Depok,Cinere - Nafas,2026-04-18 00:12:39,185,185,89,163,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-18 00:00:00,80,65,31,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-18 00:00:00,74,74,37,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-18 00:00:00,53,53,28,,75,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-18 00:12:57,155,155,60,119,,,,,58,30.2,,,
Depok,Cinere - Nafas,2026-04-18 00:13:38,171,171,75,154,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-18 00:00:00,80,65,31,,4,9,0,80,,,,,
