city,station_name,time,aqi,pm25,pm10,pm1,no2,so2,co,o3,humidity,temperature,pressure,wind,rain
Jakarta,The Pakubuwono Menteng,2026-05-01 23:58:45,105,105,42,79,,,,,55,29.4,,,
Depok,Cinere - Nafas,2026-05-01 23:58:32,203,203,104,174,,,,,66,26.4,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-01 23:00:00,80,53,22,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-01 09:00:00,-,82,41,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-01 09:00:00,-,57,29,,42,15,0,7,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-01 23:59:45,101,101,38,80,,,,,55,29.4,,,
Depok,Cinere - Nafas,2026-05-01 23:59:33,200,200,100,173,,,,,66,26.4,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-01 23:00:00,80,53,22,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-01 09:00:00,-,82,41,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-01 09:00:00,-,57,29,,42,15,0,7,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-02 00:00:45,100,100,38,78,,,,,55,29.4,,,
Depok,Cinere - Nafas,2026-05-02 00:00:32,201,201,103,172,,,,,66,26.4,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-01 23:00:00,80,53,22,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-01 09:00:00,-,82,41,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-01 09:00:00,-,57,29,,42,15,0,7,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-02 00:02:45,101,101,37,79,,,,,55,29.4,,,
Depok,Cinere - Nafas,2026-05-02 00:02:32,195,195,98,169,,,,,66,26.4,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-01 23:00:00,80,53,22,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-01 09:00:00,-,82,41,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-01 09:00:00,-,57,29,,42,15,0,7,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-02 00:02:45,101,101,37,79,,,,,55,29.4,,,
Depok,Cinere - Nafas,2026-05-02 00:02:32,195,195,98,169,,,,,66,26.4,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-01 23:00:00,80,53,22,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-01 09:00:00,-,82,41,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-01 09:00:00,-,57,29,,42,15,0,7,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-02 00:03:45,96,96,33,72,,,,,55,29.4,,,
Depok,Cinere - Nafas,2026-05-02 00:03:33,194,194,97,168,,,,,66,26.4,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-01 23:00:00,80,53,22,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-01 09:00:00,-,82,41,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-01 09:00:00,-,57,29,,42,15,0,7,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-02 00:05:45,98,98,36,76,,,,,55,29.4,,,
Depok,Cinere - Nafas,2026-05-02 00:05:32,176,176,79,158,,,,,66,26.4,,,
