city,station_name,time,aqi,pm25,pm10,pm1,no2,so2,co,o3,humidity,temperature,pressure,wind,rain
Jakarta,The Pakubuwono Menteng,2026-05-30 23:57:11,161,161,63,133,,,,,62,28.4,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-30 23:00:00,74,74,38,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-30 23:00:00,65,65,35,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-30 23:59:11,159,159,61,130,,,,,62,28.5,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-30 23:00:00,74,74,38,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-30 23:00:00,65,65,35,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-30 23:59:11,159,159,61,130,,,,,62,28.5,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-30 23:00:00,74,74,38,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-30 23:00:00,65,65,35,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-31 00:01:11,160,160,62,131,,,,,62,28.4,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-30 23:00:00,74,74,38,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-30 23:00:00,65,65,35,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-31 00:01:11,160,160,62,131,,,,,62,28.4,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
