city,station_name,time,aqi,pm25,pm10,pm1,no2,so2,co,o3,humidity,temperature,pressure,wind,rain
Jakarta,The Pakubuwono Menteng,2026-05-04 23:57:16,85,85,27,68,,,,,62,27.9,,,
Depok,Cinere - Nafas,2026-05-04 23:57:22,126,126,51,89,,,,,68,26.3,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-04 23:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-01 09:00:00,-,82,41,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-01 09:00:00,-,57,29,,42,15,0,7,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-04 23:59:16,96,96,33,74,,,,,62,27.9,,,
Depok,Cinere - Nafas,2026-05-04 23:59:22,129,129,52,91,,,,,68,26.3,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-04 23:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-01 09:00:00,-,82,41,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-01 09:00:00,-,57,29,,42,15,0,7,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-05 00:00:16,92,92,33,73,,,,,62,27.9,,,
Depok,Cinere - Nafas,2026-05-05 00:00:22,133,133,53,94,,,,,68,26.3,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-04 23:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-01 09:00:00,-,82,41,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-01 09:00:00,-,57,29,,42,15,0,7,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-05 00:01:16,96,96,36,73,,,,,62,27.9,,,
Depok,Cinere - Nafas,2026-05-05 00:01:22,128,128,51,92,,,,,68,26.3,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-05 00:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-01 09:00:00,-,82,41,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-01 09:00:00,-,57,29,,42,15,0,7,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-05 00:02:16,93,93,33,71,,,,,62,27.9,,,
Depok,Cinere - Nafas,2026-05-05 00:02:22,130,130,52,89,,,,,68,26.3,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-05 00:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-01 09:00:00,-,82,41,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-01 09:00:00,-,57,29,,42,15,0,7,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-05 00:03:16,87,87,31,70,,,,,62,27.9,,,
Depok,Cinere - Nafas,2026-05-05 00:03:22,128,128,51,90,,,,,68,26.3,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-05 00:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-01 09:00:00,-,82,41,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-01 09:00:00,-,57,29,,42,15,0,7,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-05 00:04:16,87,87,27,69,,,,,62,27.9,,,
Depok,Cinere - Nafas,2026-05-05 00:04:22,128,128,51,89,,,,,68,26.3,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-05 00:00:00,80,57,25,,4,9,0,80,,,,,
