city,station_name,time,aqi,pm25,pm10,pm1,no2,so2,co,o3,humidity,temperature,pressure,wind,rain
Jakarta,The Pakubuwono Menteng,2026-04-06 12:45:29,125,125,51,93,,,,,49,32.4,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 12:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 12:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 12:00:00,43,43,27,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:18:30,116,116,45,85,,,,,47,33.59,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:19:30,116,116,45,84,,,,,47,33.7,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:20:30,109,109,42,83,,,,,46,33.8,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:22:30,117,117,46,86,,,,,46,33.7,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:24:30,112,112,43,83,,,,,46,33.9,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:24:30,112,112,43,83,,,,,46,33.9,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:25:30,110,110,42,82,,,,,46,33.9,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:26:30,113,113,44,83,,,,,46,33.9,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:27:30,112,112,45,86,,,,,46,33.9,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:29:30,112,112,44,83,,,,,46,33.9,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:31:30,112,112,43,83,,,,,46,33.9,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:31:30,112,112,43,83,,,,,46,33.9,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:32:30,109,109,42,83,,,,,46,33.9,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:34:30,109,109,43,82,,,,,46,33.9,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:35:30,111,111,43,83,,,,,46,33.9,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:36:30,108,108,42,80,,,,,47,33.8,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:38:30,114,114,44,85,,,,,47,33.8,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:39:30,108,108,43,82,,,,,47,33.7,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:40:30,106,106,41,80,,,,,47,33.7,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:41:30,110,110,44,83,,,,,48,33.7,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:43:30,109,109,41,84,,,,,46,33.5,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:44:30,108,108,42,83,,,,,45,33.4,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-06 13:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-06 13:00:00,65,51,26,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-06 13:00:00,44,44,28,,80,16,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-06 13:44:30,108,108,42,83,,,,,45,33.4,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
