city,station_name,time,aqi,pm25,pm10,pm1,no2,so2,co,o3,humidity,temperature,pressure,wind,rain
Jakarta,The Pakubuwono Menteng,2026-05-12 23:57:04,127,127,52,93,,,,,51,31,,,
Depok,Cinere - Nafas,2026-05-12 23:57:11,163,163,67,148,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-12 23:00:00,82,82,44,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-12 23:00:00,80,80,42,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-12 23:00:00,68,68,39,,50,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-12 23:58:04,122,122,50,89,,,,,51,31,,,
Depok,Cinere - Nafas,2026-05-12 23:58:11,163,163,67,145,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-12 23:00:00,82,82,44,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-12 23:00:00,80,80,42,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-12 23:00:00,68,68,39,,50,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-13 00:00:04,124,124,51,90,,,,,51,31,,,
Depok,Cinere - Nafas,2026-05-13 00:00:11,164,164,67,148,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-12 23:00:00,82,82,44,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-12 23:00:00,80,80,42,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-12 23:00:00,68,68,39,,50,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-13 00:00:04,124,124,51,90,,,,,51,31,,,
Depok,Cinere - Nafas,2026-05-13 00:00:11,164,164,67,148,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-12 23:00:00,82,82,44,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-12 23:00:00,80,80,42,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-12 23:00:00,68,68,39,,50,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-13 00:01:04,122,122,49,89,,,,,51,31,,,
Depok,Cinere - Nafas,2026-05-13 00:01:11,163,163,66,150,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-12 23:00:00,82,82,44,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-12 23:00:00,80,80,42,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-12 23:00:00,68,68,39,,50,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-13 00:03:04,120,120,49,89,,,,,51,31,,,
Depok,Cinere - Nafas,2026-05-13 00:03:11,166,166,69,151,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-12 23:00:00,82,82,44,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-12 23:00:00,80,80,42,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-12 23:00:00,68,68,39,,50,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-13 00:03:04,120,120,49,89,,,,,51,31,,,
Depok,Cinere - Nafas,2026-05-13 00:04:11,165,165,67,151,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-13 00:00:00,83,83,45,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-13 00:00:00,86,86,44,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-13 00:00:00,71,71,40,,50,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-13 00:06:04,123,123,51,90,,,,,51,31,,,
Depok,Cinere - Nafas,2026-05-13 00:06:11,167,167,70,152,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-13 00:00:00,83,83,45,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-13 00:00:00,86,86,44,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-13 00:00:00,71,71,40,,50,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-13 00:08:04,125,125,51,90,,,,,51,31,,,
Depok,Cinere - Nafas,2026-05-13 00:08:11,185,185,88,162,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-13 00:00:00,83,83,45,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-13 00:00:00,86,86,44,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-13 00:00:00,71,71,40,,50,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-13 00:08:04,125,125,51,90,,,,,51,31,,,
Depok,Cinere - Nafas,2026-05-13 00:08:11,185,185,88,162,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-13 00:00:00,83,83,45,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-13 00:00:00,86,86,44,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-13 00:00:00,71,71,40,,50,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-13 00:09:04,128,128,53,94,,,,,51,31,,,
Depok,Cinere - Nafas,2026-05-13 00:09:13,199,199,102,173,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-13 00:00:00,83,83,45,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-13 00:00:00,86,86,44,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-13 00:00:00,71,71,40,,50,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-13 00:10:04,132,132,52,93,,,,,52,31,,,
Depok,Cinere - Nafas,2026-05-13 00:10:11,189,189,92,167,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-13 00:00:00,83,83,45,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-13 00:00:00,86,86,44,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-13 00:00:00,71,71,40,,50,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-13 00:12:04,131,131,52,95,,,,,52,31,,,
Depok,Cinere - Nafas,2026-05-13 00:12:11,186,186,89,165,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-13 00:00:00,83,83,45,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-13 00:00:00,86,86,44,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-13 00:00:00,71,71,40,,50,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-13 00:12:04,131,131,52,95,,,,,52,31,,,
Depok,Cinere - Nafas,2026-05-13 00:12:11,186,186,89,165,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-13 00:00:00,83,83,45,,4,9,0,80,,,,,
