city,station_name,time,aqi,pm25,pm10,pm1,no2,so2,co,o3,humidity,temperature,pressure,wind,rain
Jakarta,The Pakubuwono Menteng,2026-05-18 23:55:48,152,152,58,113,,,,,61,29.6,,,
Depok,Cinere - Nafas,2026-05-18 23:58:00,125,125,52,89,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-18 23:00:00,71,63,30,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-18 23:00:00,73,73,38,,53,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-18 23:57:48,150,150,57,107,,,,,61,29.6,,,
Depok,Cinere - Nafas,2026-05-18 23:58:00,125,125,52,89,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-18 23:00:00,71,63,30,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-18 23:00:00,73,73,38,,53,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-18 23:59:48,154,154,60,125,,,,,61,29.6,,,
Depok,Cinere - Nafas,2026-05-18 23:59:59,126,126,52,89,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-18 23:00:00,71,63,30,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-18 23:00:00,73,73,38,,53,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-19 00:01:48,155,155,60,122,,,,,61,29.6,,,
Depok,Cinere - Nafas,2026-05-19 00:01:59,126,126,52,89,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-18 23:00:00,71,63,30,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-18 23:00:00,73,73,38,,53,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-19 00:01:48,155,155,60,122,,,,,61,29.6,,,
Depok,Cinere - Nafas,2026-05-19 00:01:59,126,126,52,89,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-18 23:00:00,71,63,30,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-18 23:00:00,73,73,38,,53,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-19 00:02:48,155,155,61,125,,,,,61,29.6,,,
Depok,Cinere - Nafas,2026-05-19 00:02:58,126,126,51,90,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-18 23:00:00,71,63,30,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-14 14:00:00,-,95,49,,59,63,0,65,,,,,
