city,station_name,time,aqi,pm25,pm10,pm1,no2,so2,co,o3,humidity,temperature,pressure,wind,rain
Jakarta,The Pakubuwono Menteng,2026-06-02 23:55:43,134,134,53,96,,,,,56,30.1,,,
Depok,Cinere - Nafas,2026-06-02 20:44:22,152,152,58,107,,,,,56,29.6,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-02 23:00:00,72,72,36,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-02 23:00:00,141,141,57,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-02 23:55:43,134,134,53,96,,,,,56,30.1,,,
Depok,Cinere - Nafas,2026-06-02 20:44:22,152,152,58,107,,,,,56,29.6,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-02 23:00:00,72,72,36,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-02 23:00:00,141,141,57,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-02 23:58:43,135,135,53,96,,,,,56,30.1,,,
Depok,Cinere - Nafas,2026-06-02 20:44:22,152,152,58,107,,,,,56,29.6,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-02 23:00:00,72,72,36,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-02 23:00:00,141,141,57,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-03 00:00:45,136,136,53,96,,,,,55,30.1,,,
Depok,Cinere - Nafas,2026-06-02 20:44:22,152,152,58,107,,,,,56,29.6,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-02 23:00:00,72,72,36,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-02 23:00:00,141,141,57,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-03 00:00:45,136,136,53,96,,,,,55,30.1,,,
Depok,Cinere - Nafas,2026-06-02 20:44:22,152,152,58,107,,,,,56,29.6,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-02 23:00:00,72,72,36,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-02 23:00:00,141,141,57,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-03 00:02:44,136,136,53,98,,,,,56,30.1,,,
Depok,Cinere - Nafas,2026-06-02 20:44:22,152,152,58,107,,,,,56,29.6,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-03 00:00:00,71,71,36,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-03 00:00:00,140,140,57,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-03 00:02:44,136,136,53,98,,,,,56,30.1,,,
Depok,Cinere - Nafas,2026-06-02 20:44:22,152,152,58,107,,,,,56,29.6,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-03 00:00:00,71,71,36,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-03 00:00:00,140,140,57,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-03 00:02:44,136,136,53,98,,,,,56,30.1,,,
Depok,Cinere - Nafas,2026-06-02 20:44:22,152,152,58,107,,,,,56,29.6,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-03 00:00:00,71,71,36,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-03 00:00:00,140,140,57,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-03 00:04:44,137,137,53,97,,,,,56,30.1,,,
Depok,Cinere - Nafas,2026-06-02 20:44:22,152,152,58,107,,,,,56,29.6,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-03 00:00:00,71,71,36,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-03 00:00:00,140,140,57,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-03 00:04:44,137,137,53,97,,,,,56,30.1,,,
Depok,Cinere - Nafas,2026-06-02 20:44:22,152,152,58,107,,,,,56,29.6,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-03 00:00:00,71,71,36,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-03 00:00:00,140,140,57,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-03 00:07:44,138,138,54,96,,,,,56,30.1,,,
Depok,Cinere - Nafas,2026-06-02 20:44:22,152,152,58,107,,,,,56,29.6,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-03 00:00:00,71,71,36,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-03 00:00:00,140,140,57,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-03 00:07:44,138,138,54,96,,,,,56,30.1,,,
Depok,Cinere - Nafas,2026-06-02 20:44:22,152,152,58,107,,,,,56,29.6,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-03 00:00:00,71,71,36,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-03 00:00:00,140,140,57,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-03 00:09:44,138,138,54,98,,,,,56,30.1,,,
Depok,Cinere - Nafas,2026-06-02 20:44:22,152,152,58,107,,,,,56,29.6,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-03 00:00:00,71,71,36,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-03 00:00:00,140,140,57,,59,63,0,27,,,,,
