city,station_name,time,aqi,pm25,pm10,pm1,no2,so2,co,o3,humidity,temperature,pressure,wind,rain
Jakarta,The Pakubuwono Menteng,2026-05-20 23:57:02,121,121,50,89,,,,,56,29,,,
Depok,Cinere - Nafas,2026-05-20 23:57:46,191,191,94,168,,,,,64,27.3,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-20 23:00:00,79,79,42,,4,10,0,72,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-20 23:00:00,115,115,52,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-20 23:00:00,109,109,45,,60,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-20 23:57:02,121,121,50,89,,,,,56,29,,,
Depok,Cinere - Nafas,2026-05-20 23:57:46,191,191,94,168,,,,,64,27.3,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-20 23:00:00,79,79,42,,4,10,0,72,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-20 23:00:00,115,115,52,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-20 23:00:00,109,109,45,,60,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-20 23:58:02,122,122,51,91,,,,,56,29,,,
Depok,Cinere - Nafas,2026-05-20 23:59:46,192,192,97,169,,,,,64,27.3,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-20 23:00:00,79,79,42,,4,10,0,72,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-20 23:00:00,115,115,52,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-20 23:00:00,109,109,45,,60,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-20 23:58:02,122,122,51,91,,,,,56,29,,,
Depok,Cinere - Nafas,2026-05-20 23:59:46,192,192,97,169,,,,,64,27.3,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-20 23:00:00,79,79,42,,4,10,0,72,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-20 23:00:00,115,115,52,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-20 23:00:00,109,109,45,,60,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-21 00:01:02,130,130,53,95,,,,,56,28.9,,,
Depok,Cinere - Nafas,2026-05-21 00:01:46,191,191,96,169,,,,,64,27.3,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-20 23:00:00,79,79,42,,4,10,0,72,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-20 23:00:00,115,115,52,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-20 23:00:00,109,109,45,,60,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-21 00:01:02,130,130,53,95,,,,,56,28.9,,,
Depok,Cinere - Nafas,2026-05-21 00:03:46,192,192,96,169,,,,,64,27.3,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-20 23:00:00,79,79,42,,4,10,0,72,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-20 23:00:00,115,115,52,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-20 23:00:00,109,109,45,,60,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-21 00:03:02,137,137,54,99,,,,,56,28.9,,,
Depok,Cinere - Nafas,2026-05-21 00:03:46,192,192,96,169,,,,,64,27.3,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-20 23:00:00,79,79,42,,4,10,0,72,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-20 23:00:00,115,115,52,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-20 23:00:00,109,109,45,,60,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-21 00:05:02,137,137,54,99,,,,,56,28.9,,,
Depok,Cinere - Nafas,2026-05-21 00:05:46,190,190,95,168,,,,,64,27.3,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-20 23:00:00,79,79,42,,4,10,0,72,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-20 23:00:00,115,115,52,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-20 23:00:00,109,109,45,,60,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-21 00:07:02,141,141,55,106,,,,,56,28.9,,,
Depok,Cinere - Nafas,2026-05-21 00:07:46,192,192,96,169,,,,,64,27.3,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-20 23:00:00,79,79,42,,4,10,0,72,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-20 23:00:00,115,115,52,,59,63,0,27,,,,,
Bekasi,Bekasi Kayuringin,2026-05-20 23:00:00,109,109,45,,60,13,0,2,,,,,
