city,station_name,time,aqi,pm25,pm10,pm1,no2,so2,co,o3,humidity,temperature,pressure,wind,rain
Jakarta,The Pakubuwono Menteng,2026-04-11 23:58:50,28,28,6,16,,,,,57,28.2,,,
Depok,Cinere - Nafas,2026-04-11 23:58:51,32,32,7,12,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-11 23:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-11 23:00:00,68,68,35,,39,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-11 23:00:00,86,86,41,,72,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-12 00:00:50,38,38,8,17,,,,,57,28.2,,,
Depok,Cinere - Nafas,2026-04-12 00:00:16,29,29,7,17,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-11 23:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-11 23:00:00,68,68,35,,39,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-11 23:00:00,86,86,41,,72,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-12 00:00:50,38,38,8,17,,,,,57,28.2,,,
Depok,Cinere - Nafas,2026-04-12 00:00:16,29,29,7,17,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-11 23:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-11 23:00:00,68,68,35,,39,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-11 23:00:00,86,86,41,,72,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-12 00:02:50,17,17,4,7,,,,,57,28.2,,,
Depok,Cinere - Nafas,2026-04-12 00:02:16,28,28,7,20,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-11 23:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-11 23:00:00,68,68,35,,39,63,0,64,,,,,
Bekasi,Bekasi Kayuringin,2026-04-11 23:00:00,86,86,41,,72,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-12 00:03:50,22,22,5,10,,,,,57,28.2,,,
Depok,Cinere - Nafas,2026-04-12 00:03:16,29,29,6,15,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-11 23:00:00,80,57,25,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-11 23:00:00,68,68,35,,39,63,0,64,,,,,
