city,station_name,time,aqi,pm25,pm10,pm1,no2,so2,co,o3,humidity,temperature,pressure,wind,rain
Jakarta,The Pakubuwono Menteng,2026-05-31 23:56:42,156,156,60,122,,,,,55,29,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-31 23:00:00,82,82,44,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-31 23:00:00,91,91,47,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-31 23:56:42,156,156,60,122,,,,,55,29,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-31 23:00:00,82,82,44,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-31 23:00:00,91,91,47,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-31 23:58:42,157,157,60,126,,,,,55,29,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-31 23:00:00,82,82,44,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-31 23:00:00,91,91,47,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-31 23:58:42,157,157,60,126,,,,,55,29,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-31 23:00:00,82,82,44,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-31 23:00:00,91,91,47,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-01 00:01:42,158,158,61,130,,,,,56,29,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-31 23:00:00,82,82,44,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-31 23:00:00,91,91,47,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-01 00:01:42,158,158,61,130,,,,,56,29,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-31 23:00:00,82,82,44,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-01 00:00:00,102,102,50,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-01 00:03:42,156,156,59,118,,,,,55,29,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-01 00:00:00,83,83,45,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-01 00:00:00,102,102,50,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-01 00:05:42,157,157,60,126,,,,,55,29,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-01 00:00:00,83,83,45,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-01 00:00:00,102,102,50,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-01 00:05:42,157,157,60,126,,,,,55,29,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-01 00:00:00,83,83,45,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-01 00:00:00,102,102,50,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-01 00:07:42,155,155,60,119,,,,,55,29,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-01 00:00:00,83,83,45,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-01 00:00:00,102,102,50,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-01 00:07:42,155,155,60,119,,,,,55,29,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-01 00:00:00,83,83,45,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-01 00:00:00,102,102,50,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-01 00:09:42,157,157,60,127,,,,,55,29,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-01 00:00:00,83,83,45,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-01 00:00:00,102,102,50,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-01 00:09:42,157,157,60,127,,,,,55,29,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-01 00:00:00,83,83,45,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-01 00:00:00,102,102,50,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-01 00:11:42,157,157,61,129,,,,,55,29,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-01 00:00:00,83,83,45,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-01 00:00:00,102,102,50,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-01 00:11:42,157,157,61,129,,,,,55,29,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-01 00:00:00,83,83,45,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-01 00:00:00,102,102,50,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-01 00:13:42,159,159,61,128,,,,,55,29,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-01 00:00:00,83,83,45,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-01 00:00:00,102,102,50,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-01 00:15:43,157,157,61,123,,,,,55,29,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-01 00:00:00,83,83,45,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-01 00:00:00,102,102,50,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-01 00:17:43,158,158,61,127,,,,,56,29,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-01 00:00:00,83,83,45,,4,10,0,71,,,,,
Tangerang,Tangerang Pasir Jaya,2026-06-01 00:00:00,102,102,50,,59,63,0,26,,,,,
Bekasi,Bekasi Kayuringin,2026-05-29 08:00:00,-,95,48,,48,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-06-01 00:17:43,158,158,61,127,,,,,56,29,,,
Depok,Cinere - Nafas,2026-05-28 01:30:22,-,72,22,50,,,,,57,26.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-06-01 00:00:00,83,83,45,,4,10,0,71,,,,,
