city,station_name,time,aqi,pm25,pm10,pm1,no2,so2,co,o3,humidity,temperature,pressure,wind,rain
Jakarta,The Pakubuwono Menteng,2026-04-07 23:57:48,91,91,32,72,,,,,55,29.4,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-07 23:00:00,84,84,46,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-07 23:00:00,85,85,42,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-07 23:00:00,121,121,52,,79,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-07 23:58:48,93,93,33,72,,,,,55,29.4,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-07 23:00:00,84,84,46,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-07 23:00:00,85,85,42,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-07 23:00:00,121,121,52,,79,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-08 00:01:48,98,98,35,77,,,,,55,29.4,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-07 23:00:00,84,84,46,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-07 23:00:00,85,85,42,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-07 23:00:00,121,121,52,,79,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-08 00:02:48,98,98,38,77,,,,,55,29.3,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-07 23:00:00,84,84,46,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-07 23:00:00,85,85,42,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-07 23:00:00,121,121,52,,79,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-08 00:03:48,97,97,35,74,,,,,55,29.3,,,
Depok,Cinere - Nafas,2026-04-03 17:15:47,-,114,45,82,,,,,48,31.9,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-04-07 23:00:00,84,84,46,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-04-07 23:00:00,85,85,42,,38,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-04-07 23:00:00,121,121,52,,79,15,0,24,,,,,
Jakarta,The Pakubuwono Menteng,2026-04-08 00:04:48,98,98,36,74,,,,,55,29.3,,,
